UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
3181.12,3181,12,12,A good boss,"is a solar being ... one that brings light and eternal love without demanding anything of the others ... an energetic and gravitational field of such calm, peaceful magnitude that all are warmed and captivated by their glow ... brings a new burst life to all those who are in their presence ","['is', 'a solar being one', 'that brings light and eternal love without', 'demanding anything of the others an energetic and gravitational field of such calm peaceful magnitude', 'all are warmed and', 'that captivated by their glow', 'brings a new burst life to all those', 'who are in their presence']","['P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'A_def', 'A_pron_x']",507,"[0, 0.14, 0.14, 0.25, 0.14, 0.25, 0.14, 0.25]","[0.0, 0.56, 0.56, 1.0, 0.56, 1.0, 0.56, 1.0]"
3181.23,3181,23,23,I am,"the voice at the edge of hearing, the movement in the corner of the eye, the novelty that makes you smile, the light in the darkness, and the nothingness at the heart of it all. I am the string, the wave, the field, the packet of energy. I am the watcher, the smiler, the laughter and the lover. I am the non-doer, the finger flowing through the air. The symbol and the sign. I am the deep belly laugh that brings forth existence. ","['the voice at the edge of', 'hearing the movement in the corner of the eye the novelty', 'that makes', 'you smile the light in the darkness and the nothingness at the heart of it all', 'I am the string the wave the field the packet of energy', 'I am the watcher the smiler the laughter and the lover', 'I am the non doer', 'the finger flowing through the air', 'I am', 'the deep belly laugh', 'that brings forth existence']","['Undefined', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def']",508,"[0.25, 0.25, 0.14, 0.14, 0.25, 0.25, 0.22, 0.14, 0.22, 0.14, 0.25]","[1.0, 1.0, 0.56, 0.56, 1.0, 1.0, 0.88, 0.56, 0.88, 0.56, 1.0]"
3184.21,3184,21,21,I just can\'t stand people who,...,['who'],['Undefined'],509,[0.14],[0.56]
3184.23,3184,23,23,I am,"becoming a beeing, more and more. A space and its border, an individual and a non-invidiual part of all","['becoming more and more A space and its border an individual and a non invidiual part of all', 'a beeing']","['A_pron_x', 'A_def']",510,"[0.25, 0.14]","[1.0, 0.56]"
3185.34,3185,34,47,Technology,is exciting,['is exciting'],['P_bevb_x'],511,[0.25],[1.0]
3189.06,3189,6,6,The thing I like about myself is,"I am really strongly connected to life-energy, respect life a lot, so no matter what vicissitudes occur in life, I endure. Even though I need more and more time for regeneration as I am getting older. 
I also like that I dare to be very honest, and open-minded so when I have any problem, I keep my mind open to find the solution that is best for all the parties concerned. With keeping my mind always open for the answer, I usually find it, no matter how impossible it seems.
I also like my intimate, sincere connection with nature, and those humans, and animals who enjoy being in that deep mutual connection.","['I am really strongly connected to life energy respect life a lot', 'what vicissitudes occur in life', 'I endure', 'Even though I need more and more time for regeneration', 'as I am getting older', 'I also like', 'that I dare to be very honest and open minded', 'when I have any problem', 'I keep my mind open', 'to find the solution', 'that is best for all the parties', 'concerned With', 'keeping my mind always open for the answer', 'I usually find it', 'how impossible it seems', 'I also like my intimate sincere connection with nature and those humans and animals', 'who enjoy being in that deep mutual connection']","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_def', 'P_bevb_x', 'A_def', 'A_pron_x', 'A_def', 'P_get_x', 'A_pron_x', 'P_bevb_x']",512,"[0.25, 0.25, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.14, 0.14, 0.25, 0.14, 0.22, 0.14, 0.25, 0.25]","[1.0, 1.0, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.56, 0.56, 1.0, 0.56, 0.88, 0.56, 1.0, 1.0]"
3212.25,3212,25,25,My main problem is,"No problem at all, just that this Life is a Blink of an Eye in the Universe, and I can't quite let go of this little one yet.","['No problem at all', 'just that this Life is a Blink of an Eye in the Universe', 'and I can t quite let go of this little one yet']","['Undefined', 'P_bevb_x', 'P_bevb_x']",513,"[0.14, 0.14, 0.25]","[0.56, 0.56, 1.0]"
3213.02,3213,2,2,When I am criticized,I consider the source.,['I consider the source'],['A_def'],514,[0.25],[1.0]
3223.21,3223,21,21,I just can\'t stand people who,"there are no people really
no worth not standing with
since they are that
","['who there are no people really no worth', 'not standing with', 'since they are that']","['P_bevb_x', 'A_def', 'P_bevb_x']",515,"[0.14, 0.14, 0.25]","[0.56, 0.56, 1.0]"
3227.23,3227,23,23,I am,...here. And lost inside of everyone and everything else. Lost isn't the right word though. There? Nowhere?,"['here And', 'lost inside of everyone and everything else', 'Lost']","['Undefined', 'A_def', 'A_def']",516,"[0.14, 0.14, 0.0]","[0.56, 0.56, 0.0]"
3233.05,3233,5,5,Being with other people,is both a learning experience and an opportunity to exchange views.,"['is both a learning experience and an opportunity', 'to exchange views']","['P_bevb_x', 'A_def']",517,"[0.25, 0.25]","[1.0, 1.0]"
3233.11,3233,11,39,What I like to do best is,"do swimming and watching some sports games, mostly tennis.",['watching some sports games mostly tennis'],['A_def'],518,[0.25],[1.0]
3238.33,3238,33,33,When I am nervous,my hands get a little clammy.,"['my hands', 'get a little clammy']","['Undefined', 'P_get_x']",519,"[0.14, 0.25]","[0.56, 1.0]"
3239.16,3239,16,16,I feel sorry,"for people who are failed by our society and suffer as a result of circumstances, lack of opportunity and inability to take advantage of opportunities.","['for people', 'who are failed by our society and', 'suffer as a result of circumstances lack of opportunity and inability', 'to take advantage of opportunities']","['Undefined', 'A_pron_x', 'A_def', 'A_def']",520,"[0.12, 0.25, 0.25, 0.14]","[0.48, 1.0, 1.0, 0.56]"
3239.33,3239,33,33,When I am nervous,"my hands get cold and my face gets hot. I recognise that I am nervous because I care about the outcome of what I am doing. I tell myself that while important, this event is small and insignificant in the scheme of things. I tell myself that being too nervous does not help me get the best outcome. ","['my hands get cold and', 'my face gets hot', 'I recognise', 'that I am nervous', 'because I care about the outcome of', 'what I am doing', 'I tell myself', 'while important this event is small and insignificant in the scheme of things', 'I tell myself', 'being too nervous', 'that does not help', 'me get the best outcome']","['A_pron_x', 'A_pron_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def']",521,"[0.25, 0.25, 0.25, 0.22, 0.25, 0.22, 0.22, 0.25, 0.22, 0.14, 0.14, 0.25]","[1.0, 1.0, 1.0, 0.88, 1.0, 0.88, 0.88, 1.0, 0.88, 0.56, 0.56, 1.0]"
3247.01,3247,1,1,Raising a family,"Has been one of the most transformative and life changing events for me.  It has helped me to look at my own upbringing and family history with greater honesty and authenticity.  This reshaped the way that I see myself and the role of my own parents in shaping and nurturing me. It has also been a challenge to stay true to myself and not to be distracted by the judgements of others.  I sometimes would think I was being judged and then would see that that may not be the case and even if it was, was that important.  I have had to find my truth.  I have also needed to open to my daughter and who she is as a person and what she needs from and of me as her own person.  I have changed from being very focused on a traditional career trajectory to needing to look at an authentic path for me through having and raising a family. It has been a challenge and also a gift to me.","['Has been one of the most transformative and life', 'changing events for me', 'It has helped me to look at my own upbringing and family history with greater honesty and authenticity', 'This reshaped the way the role of my own parents in', 'that I see myself and', 'shaping and', 'nurturing me', 'It has also been a challenge', 'to stay true to myself and', 'not to be distracted by the judgements of others', 'I sometimes would think', 'I was being judged and', 'then would see', 'that that may not be the case and', 'even if it was', 'was that important', 'I have had to find my truth', 'I have also needed', 'to open to my daughter and', 'who she is as a person and', 'what she needs from and of me as her own person', 'I have changed from', 'being very focused on a traditional career trajectory to', 'needing to look at an authentic path for me through', 'having and', 'raising a family', 'It has been a challenge and also a gift to me']","['P_bevb_x', 'A_def', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_get_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",522,"[0.14, 0.25, 0.25, 0.14, 0.22, 0.14, 0.14, 0.25, 0.14, 0.25, 0.22, 0.22, 0.14, 0.25, 0.14, 0.14, 0.22, 0.22, 0.14, 0.14, 0.14, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25]","[0.56, 1.0, 1.0, 0.56, 0.88, 0.56, 0.56, 1.0, 0.56, 1.0, 0.88, 0.88, 0.56, 1.0, 0.56, 0.56, 0.88, 0.88, 0.56, 0.56, 0.56, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0]"
3267.19,3267,19,19,Crime and delinquency could be halted if,There was a lot more love in our world.  We all have a contribution to make to loving and valuing others.  Crime and delinquency stems from upbringing and culture.  If we can make small steps every day towards greater education and love for all we would contribute to improvements in society.,"['There was a lot more love in our world', 'We all have a contribution', 'to make to', 'loving and', 'valuing others Crime and delinquency', 'stems from upbringing and culture', 'If we can make small steps every day towards greater education and love for all', 'we would contribute to improvements in society']","['A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x']",523,"[0.14, 0.25, 0.12, 0.14, 0.25, 0.25, 0.25, 0.25]","[0.56, 1.0, 0.48, 0.56, 1.0, 1.0, 1.0, 1.0]"
3284.17,3284,17,17,When they avoided me,I wondered what might be going on and what they were thinking. I asked them what was going on. I wanted to work towards understanding to hopefully. resolve issue. They were upset and expressed their feelings. I expressed my feelings. ,"['I wondered', 'what might be going on and', 'what they were thinking', 'I asked them', 'what was going on', 'I wanted to work towards understanding', 'to hopefully resolve issue', 'They were upset and', 'expressed their feelings', 'I expressed my feelings']","['A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'A_pron_x']",524,"[0.22, 0.14, 0.14, 0.22, 0.14, 0.22, 0.14, 0.14, 0.14, 0.22]","[0.88, 0.56, 0.56, 0.88, 0.56, 0.88, 0.56, 0.56, 0.56, 0.88]"
3286.06,3286,6,6,The thing I like about myself is,I am continually curious about life and how it relates to the universe's journey. ,"['I am continually curious about life and', 'how it relates to the universe s journey']","['P_bevb_x', 'A_pron_x']",525,"[0.25, 0.14]","[1.0, 0.56]"
3287.03,3287,3,3,Change is,the now and forever turning of experience that churns us into new trajectories and manifestations.,"['the now and forever turning of experience', 'that churns us into new trajectories and manifestations']","['A_def', 'A_def']",526,"[0.25, 0.25]","[1.0, 1.0]"
3287.11,3287,11,39,What I like to do best is,employ useless concentration while dancing with the universe. ,"['employ useless concentration', 'while dancing with the universe']","['A_def', 'A_def']",527,"[0.25, 0.25]","[1.0, 1.0]"
3287.14,3287,14,14,The past,melds with the future to reside in the now -- unformed as well as complete in its bounty. ,['to reside in the now unformed as well as complete in its bounty'],['A_pron_x'],528,[0.25],[1.0]
3287.24,3287,24,24,If I had more money,"I'd live with different opportunities that would, or may not, open me more, or less..... for now, what is is, and I'm happy with the providence that bathes me in joyous interactions. ","['I d live with different opportunities', 'that would or may not open me more or less for now', 'what is', 'is', 'and I m happy with the providence', 'that bathes me in joyous interactions']","['A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_get_x', 'A_def']",529,"[0.22, 0.14, 0.14, 0, 0.25, 0.25]","[0.88, 0.56, 0.56, 0.0, 1.0, 1.0]"
3288.16,3288,16,16,I feel sorry,when I hurt others.,['when I hurt others'],['A_def'],530,[0.22],[0.88]
3313.03,3313,3,3,Change is,"happening all the time, continues and is inevitable. Change for each of us and as a species is product our individual and collective memory of our knowledge and experiences through time. Sometimes the change is thought to be external to ourselves, sometimes it is viewed to be caused by us individually. In some respects change is an illusion of our understanding and experiencing of time. ","['happening', 'all the time continues and', 'is inevitable Change for each of us and', 'as a species is product our individual and collective memory of our knowledge and experiences through time', 'Sometimes the change is thought to be external to ourselves', 'sometimes it is viewed to be caused by us individually', 'In some respects change is an illusion of our understanding and experiencing of time']","['A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",531,"[0.14, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[0.56, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
